Rank,Name Country/Region,No. of FTE Students,No. of students per staff,International Students,Female:Male Ratio,Citations,Industry Income,International Outlook,Overall,Research,Teaching
1201–1500,Slovak University of Agriculture in Nitra,4870,11.3,3%,52 : 48,20.4,38.3,48.3,18.4–24.3,12.5,19.8
1201–1500,University of North Carolina Wilmington,15940,19.1,2%,64 : 36,32.4,37.3,30.0,18.4–24.3,8.1,18.5
1201–1500,North China Electric Power University,37861,19.1,3%,36 : 64,29.3,66.8,18.7,18.4–24.3,19.9,18.5
1201–1500,"University of the North, Colombia",13991,19.0,1%,51 : 49,21.1,39.8,51.6,18.4–24.3,12.5,17.3
1201–1500,Obafemi Awolowo University,29939,23.3,0%,41 : 59,26.1,36.9,33.9,18.4–24.3,12.3,19.6
1201–1500,Oles Honchar Dnipro National University,9522,12.1,1%,60 : 40,3.9,37.2,20.9,18.4–24.3,8.6,17.3
1201–1500,Opole University of Technology,5604,14.5,7%,33 : 67,24.9,37.8,29.3,18.4–24.3,13.0,16.2
1201–1500,Oran 1 University,25775,19.2,1%,66 : 34,22.2,37.6,39.5,18.4–24.3,8.3,30.4
1201–1500,Osaka Metropolitan University,15827,11.5,5%,37 : 63,17.8,47.3,24.2,18.4–24.3,17.0,23.7
1201–1500,Osmania University,10814,23.7,3%,32 : 68,16.8,40.7,18.1,18.4–24.3,13.9,32.4
1201–1500,University of OstravaCzech Republic,8492,16.4,11%,69 : 31,16.2,37.1,46.0,18.4–24.3,15.1,18.5
1201–1500,University of Pannonia,5351,17.3,6%,49 : 51,17.5,39.1,39.5,18.4–24.3,14.6,18.0
1201–1500,Paris Nanterre University,34972,37.4,17%,63 : 37,14.0,37.1,55.1,18.4–24.3,21.0,24.8
1201–1500,University of Pau and Pays de l’Adour,14186,14.5,14%,52 : 48,23.9,41.6,71.6,18.4–24.3,11.3,18.5
1201–1500,Universitas Pendidikan Indonesia,32320,20.1,1%,64 : 36,26.0,37.4,18.4,18.4–24.3,10.7,20.0
1201–1500,Persian Gulf UniversityIran,5070,21.3,3%,55 : 45,38.6,48.5,28.3,18.4–24.3,13.4,15.7
1201–1500,Pirogov Russian National Research Medical University,9607,5.9,5%,74 : 26,3.1,40.8,20.8,18.4–24.3,11.2,42.1
1201–1500,Pontifical Catholic University of Peru,25644,7.8,1%,46 : 54,28.9,37.8,43.1,18.4–24.3,10.0,20.7
1201–1500,Pontifical Catholic University of Valparaíso,17703,26.6,1%,43 : 57,21.4,47.4,50.0,18.4–24.3,18.1,16.6
1201–1500,Pontifícia Universidade Católica do Paraná,12301,14.7,1%,55 : 45,34.2,39.3,26.7,18.4–24.3,13.5,23.2
1201–1500,Poznan University of Medical Sciences,7495,6.0,14%,72 : 28,30.7,46.7,35.3,18.4–24.3,12.2,22.1
1201–1500,Poznan University of Technology,14502,11.6,4%,33 : 67,26.6,40.0,22.2,18.4–24.3,12.7,18.9
1201–1500,University of Primorska,6089,16.6,15%,76 : 24,16.3,38.1,68.0,18.4–24.3,14.2,15.8
1201–1500,Prince of Songkla University,32779,13.0,2%,70 : 30,18.9,51.2,33.1,18.4–24.3,13.6,18.8
1201–1500,Qassim UniversitySaudi Arabia,42159,10.2,6%,62 : 38,26.4,40.2,76.7,18.4–24.3,8.7,20.1
1201–1500,Riga Technical University,10745,33.4,21%,33 : 67,14.8,62.6,60.9,18.4–24.3,22.0,22.7
1201–1500,Ritsumeikan University,34906,17.3,10%,37 : 63,16.9,39.3,40.1,18.4–24.3,13.0,18.9
1201–1500,University of the Ryukyus,7534,9.9,2%,39 : 61,16.9,45.4,33.2,18.4–24.3,12.6,20.7
1201–1500,Saga University,6577,9.9,3%,41 : 59,17.3,49.1,23.6,18.4–24.3,12.7,22.4
1201–1500,Université Saint-Joseph de Beyrouth,7906,11.3,6%,62 : 38,18.7,40.1,69.2,18.4–24.3,10.1,21.9
1201–1500,Saitama Medical University,1908,1.4,0%,51 : 49,38.7,40.3,16.2,18.4–24.3,9.0,23.7
1201–1500,Samara National Research University (Samara University),9172,11.3,17%,46 : 54,17.6,42.8,36.5,18.4–24.3,15.4,21.3
1201–1500,"University of Santiago, Chile (USACH)",23419,22.5,2%,44 : 56,14.6,37.6,46.6,18.4–24.3,16.1,16.6
1201–1500,Sapporo Medical University,1299,3.2,0%,45 : 55,25.5,41.0,15.9,18.4–24.3,11.3,25.4
1201–1500,SASTRA University,9945,13.8,1%,45 : 55,43.2,44.6,19.4,18.4–24.3,10.4,17.7
1201–1500,Sathyabama Institute of Science and TechnologyIndia,12971,12.1,5%,48 : 52,24.7,37.5,23.8,18.4–24.3,9.9,22.7
1201–1500,Universitas Sebelas Maret,28398,18.3,1%,64 : 36,23.6,70.8,25.8,18.4–24.3,17.3,17.9
1201–1500,Selçuk University,36084,19.6,7%,55 : 45,32.5,78.0,28.6,18.4–24.3,13.0,17.9
1201–1500,Semnan UniversityIran,15415,13.7,1%,50 : 50,40.7,37.4,19.6,18.4–24.3,11.1,17.9
1201–1500,University of SeoulSouth Korea,9759,17.5,4%,40 : 60,26.1,40.9,26.4,18.4–24.3,21.1,22.6
1201–1500,Seoul National University of Science and Technology (SeoulTech)South Korea,9526,14.9,8%,36 : 64,17.0,43.0,26.1,18.4–24.3,17.7,23.2
1201–1500,University of Sfax,29118,12.9,2%,68 : 32,22.6,37.3,43.6,18.4–24.3,14.0,25.2
1201–1500,Shahed UniversityIran,5501,16.8,0%,48 : 52,17.6,40.8,16.2,18.4–24.3,14.2,27.3
1201–1500,Shahid Bahonar University of KermanIran,14509,23.8,1%,60 : 40,29.7,43.0,21.5,18.4–24.3,13.7,19.8
1201–1500,​Shahid Chamran University of AhvazIran,15096,25.6,4%,58 : 42,22.5,79.3,22.3,18.4–24.3,17.2,22.1
1201–1500,Shahid Rajaee Teacher Training UniversityIran,9060,38.1,0%,31 : 69,26.3,46.3,23.8,18.4–24.3,15.0,17.4
1201–1500,University of Shanghai for Science and Technology,25884,9.7,2%,41 : 59,26.7,50.4,21.8,18.4–24.3,10.5,18.9
1201–1500,Shibaura Institute of Technology,9007,27.9,6%,18 : 82,11.8,42.6,38.8,18.4–24.3,17.4,19.1
1201–1500,Shiga University of Medical Science,1160,3.1,3%,49 : 51,29.4,44.8,21.6,18.4–24.3,11.3,27.3
1201–1500,Shinshu University,10603,10.4,3%,32 : 68,24.3,42.4,27.1,18.4–24.3,14.9,21.5
1201–1500,Showa University,3662,1.6,0%,60 : 40,30.5,39.0,17.7,18.4–24.3,9.0,29.5
1201–1500,Siberian Federal University,9724,18.9,13%,36 : 64,17.0,68.4,54.9,18.4–24.3,19.6,24.8
1201–1500,Silesian University of Technology,18396,12.4,4%,32 : 68,22.2,40.2,21.7,18.4–24.3,14.2,18.0
1201–1500,Sofia University,22490,6.5,6%,65 : 35,16.4,37.8,39.0,18.4–24.3,11.1,25.0
1201–1500,Soonchunhyang UniversitySouth Korea,11543,19.2,4%,49 : 51,24.1,38.2,28.5,18.4–24.3,19.4,17.8
1201–1500,Soongsil UniversitySouth Korea,16142,19.8,10%,47 : 53,13.4,38.5,30.9,18.4–24.3,12.5,24.4
1201–1500,Université Sorbonne Nouvelle,16698,24.0,29%,77 : 23,7.4,36.9,72.1,18.4–24.3,12.0,31.7
1201–1500,University of Sousse,25602,13.4,2%,68 : 32,24.1,36.9,40.1,18.4–24.3,9.4,23.4
1201–1500,Southern Federal University,17299,10.2,14%,65 : 35,13.0,48.2,37.3,18.4–24.3,13.4,22.2
1201–1500,Southwest Jiaotong UniversityChina,46881,17.4,1%,34 : 66,30.1,44.4,20.6,18.4–24.3,21.1,18.7
1201–1500,Sri Venkateswara University,7248,14.6,0%,45 : 55,21.4,37.3,23.6,18.4–24.3,10.4,36.6
1201–1500,SRM Institute of Science and Technology,50680,15.1,2%,28 : 72,34.4,37.2,20.9,18.4–24.3,10.4,18.6
1201–1500,Staffordshire University,10050,17.5,13%,49 : 51,33.8,37.0,56.4,18.4–24.3,11.4,17.7
1201–1500,State University of Malang,36741,35.6,4%,61 : 39,35.8,36.9,23.2,18.4–24.3,10.5,19.4
1201–1500,St Petersburg Electrotechnical University (LETI),8495,13.4,21%,30 : 70,14.0,54.8,38.1,18.4–24.3,15.4,19.2
1201–1500,Suranaree University of Technology,15505,30.4,2%,56 : 44,18.1,68.3,32.2,18.4–24.3,15.9,20.2
1201–1500,University of Talca,11372,12.5,1%,51 : 49,25.3,38.3,52.3,18.4–24.3,11.9,17.0
1201–1500,Tamkang UniversityTaiwan,23207,22.9,7%,48 : 52,23.7,38.6,39.9,18.4–24.3,12.7,15.8
1201–1500,University of Tarapacá,9758,30.2,3%,54 : 46,23.6,37.2,52.6,18.4–24.3,18.2,14.7
1201–1500,Taras Shevchenko National University of Kyiv,23857,10.0,5%,57 : 43,10.8,37.5,30.4,18.4–24.3,12.9,23.6
1201–1500,Technical University of Košice,9348,12.3,20%,27 : 73,12.5,40.4,44.8,18.4–24.3,15.8,21.3
1201–1500,Technological University of Pereira,17968,18.4,0%,43 : 57,31.4,38.0,31.5,18.4–24.3,7.8,14.8
1201–1500,University of Technology of Compiègne,4269,15.9,21%,38 : 62,20.2,41.4,81.1,18.4–24.3,10.8,22.5
1201–1500,University of Technology of Troyes,3189,19.4,23%,24 : 76,22.3,42.0,69.4,18.4–24.3,11.0,23.5
1201–1500,Teikyo University,22937,15.9,5%,36 : 64,44.9,38.7,22.7,18.4–24.3,11.1,15.7
1201–1500,Universiti Teknikal Malaysia Melaka,11716,16.3,7%,40 : 60,22.0,37.5,39.4,18.4–24.3,11.4,16.1
1201–1500,Institut Teknologi Sepuluh Nopember,17893,10.6,3%,40 : 60,17.3,49.1,41.6,18.4–24.3,12.3,19.5
1201–1500,Texas State University,31639,19.3,1%,59 : 41,31.1,39.8,35.0,18.4–24.3,16.2,19.1
1201–1500,Tezpur University,4028,15.0,1%,41 : 59,22.1,37.9,16.0,18.4–24.3,18.1,27.5
1201–1500,Thammasat UniversityThailand,30995,11.7,1%,64 : 36,11.9,43.6,33.0,18.4–24.3,17.0,21.9
1201–1500,The John Paul II Catholic University of Lublin,10070,10.7,9%,62 : 38,30.4,37.1,30.8,18.4–24.3,12.0,25.9
1201–1500,TOBB University of Economics and Technology,4822,12.8,1%,47 : 53,30.3,39.0,27.6,18.4–24.3,11.4,19.0
1201–1500,Toho University,5421,13.4,0%,53 : 47,22.4,41.9,19.3,18.4–24.3,15.0,21.0
1201–1500,Tokai University,28334,15.8,4%,27 : 73,26.2,37.0,26.4,18.4–24.3,11.0,16.7
1201–1500,Tokat Gaziosmanpaşa University,19358,14.6,11%,50 : 50,30.5,37.3,28.5,18.4–24.3,8.0,15.7
1201–1500,Tokushima University,7508,9.6,3%,36 : 64,12.4,62.0,24.4,18.4–24.3,22.8,23.7
1201–1500,Tokyo University of Agriculture and Technology,5686,15.2,6%,32 : 68,12.0,53.0,31.2,18.4–24.3,25.2,27.6
1201–1500,Tokyo University of Marine Science and Technology,2595,10.5,8%,33 : 67,14.3,48.2,36.8,18.4–24.3,15.1,24.6
1201–1500,Tokyo University of ScienceJapan,18091,24.3,3%,25 : 75,11.3,47.2,24.5,18.4–24.3,24.4,22.3
1201–1500,Tomas Bata University in ZlínCzech Republic,9129,19.6,10%,56 : 44,16.8,40.2,49.1,18.4–24.3,19.4,16.9
1201–1500,University of Toyama,8988,12.0,3%,39 : 61,25.4,47.6,29.3,18.4–24.3,15.0,22.2
1201–1500,Toyohashi University of Technology (TUT),2033,10.6,14%,12 : 88,11.7,56.6,36.8,18.4–24.3,21.3,22.6
1201–1500,Transilvania University of Brașov,19351,18.0,1%,52 : 48,34.3,37.4,29.5,18.4–24.3,10.4,15.0
1201–1500,Tshwane University of Technology,45862,39.6,2%,53 : 47,35.8,42.0,44.6,18.4–24.3,12.5,16.2
1201–1500,Tunghai UniversityTaiwan,15160,20.3,10%,55 : 45,24.7,41.2,41.6,18.4–24.3,12.4,16.4
1201–1500,University of Tunis El Manar,26825,11.1,2%,70 : 30,19.5,38.2,43.7,18.4–24.3,13.7,28.8
1201–1500,Tzu Chi UniversityTaiwan,3373,9.8,10%,62 : 38,9.4,78.0,27.2,18.4–24.3,24.2,19.8
1201–1500,UNIR – International University of La Rioja,27135,26.7,41%,62 : 38,28.2,37.0,58.1,18.4–24.3,11.9,13.0
1201–1500,Unisinos University,9529,18.2,0%,61 : 39,14.7,40.3,24.8,18.4–24.3,14.6,23.6
1201–1500,Université Chouaib Doukkali,21654,33.6,2%,55 : 45,29.9,38.5,25.4,18.4–24.3,10.3,14.4
1201–1500,Universiti Malaysia Terengganu (UMT),9510,15.7,5%,70 : 30,27.9,40.7,41.8,18.4–24.3,16.7,17.8
1201–1500,Universiti Tun Hussein Onn Malaysia (UTHM),15498,16.4,6%,47 : 53,22.5,37.3,39.6,18.4–24.3,15.9,19.8
1201–1500,Ural Federal University,26370,13.1,17%,50 : 50,15.0,62.9,55.2,18.4–24.3,23.2,23.8
1201–1500,USAMV Cluj-Napoca,5643,18.5,7%,52 : 48,40.1,38.4,38.9,18.4–24.3,9.1,16.8
1201–1500,University of Valladolid,21780,11.2,8%,57 : 43,28.9,39.7,38.4,18.4–24.3,13.2,19.9
1201–1500,Veltech University,8568,13.6,2%,15 : 85,46.8,37.9,22.9,18.4–24.3,8.6,16.6
1201–1500,University of Venda,11407,27.8,1%,60 : 40,9.5,41.3,43.8,18.4–24.3,28.5,20.3
1201–1500,"Vignan’s Foundation for Science, Technology and Research",7072,11.7,1%,47 : 53,31.3,37.4,16.4,18.4–24.3,7.8,17.9
1201–1500,Vilnius Gediminas Technical University (Vilnius Tech),8322,13.0,11%,32 : 68,32.1,43.2,47.7,18.4–24.3,14.7,18.0
1201–1500,"Visvesvaraya National Institute of Technology, Nagpur",4882,16.6,3%,22 : 78,30.0,46.9,17.0,18.4–24.3,13.5,20.8
1201–1500,V.N. Karazin Kharkiv National University,17080,8.5,26%,55 : 45,4.6,37.1,45.5,18.4–24.3,10.5,21.5
1201–1500,Volgograd State Technical University,11790,13.1,9%,32 : 68,39.2,38.8,23.0,18.4–24.3,9.6,15.9
1201–1500,Voronezh State Technical University,9947,9.3,6%,34 : 66,40.4,38.6,20.5,18.4–24.3,8.7,19.7
1201–1500,Vytautas Magnus University,7765,11.3,14%,61 : 39,15.5,37.0,67.7,18.4–24.3,12.4,18.3
1201–1500,Warsaw University of Life Sciences – SGGW,15736,13.6,6%,59 : 41,28.6,42.1,28.2,18.4–24.3,11.5,16.2
1201–1500,Warsaw University of Technology,25021,18.9,7%,34 : 66,15.8,41.0,28.6,18.4–24.3,17.6,18.4
1201–1500,University of West BohemiaCzech Republic,11054,14.7,4%,54 : 46,30.7,40.3,31.6,18.4–24.3,16.0,18.5
1201–1500,University of Western Macedonia,7891,33.6,1%,50 : 50,26.4,37.7,28.9,18.4–24.3,15.4,17.8
1201–1500,Western Michigan University,17612,19.9,8%,52 : 48,24.7,37.3,36.0,18.4–24.3,15.2,22.7
1201–1500,Wrocław University of Environmental and Life Sciences,7351,17.1,4%,68 : 32,23.0,39.0,26.3,18.4–24.3,12.7,16.7
1201–1500,University of Wrocław,19501,16.4,7%,67 : 33,20.1,37.4,41.0,18.4–24.3,24.0,21.0
1201–1500,Wuhan Textile University,22221,16.0,1%,55 : 45,33.8,38.3,18.6,18.4–24.3,10.0,13.7
1201–1500,Xiangtan UniversityChina,32981,21.9,1%,51 : 49,39.2,41.1,19.3,18.4–24.3,14.3,17.1
1201–1500,Xuzhou Medical University,13796,20.3,3%,nan,25.6,37.3,18.2,18.4–24.3,14.2,14.7
1201–1500,Yamagata University,8684,8.8,2%,34 : 66,27.4,53.5,26.8,18.4–24.3,13.4,22.3
1201–1500,University of Yamanashi,4604,6.1,5%,30 : 70,23.0,39.4,24.3,18.4–24.3,12.3,24.6
1201–1500,Yazd UniversityIran,14448,30.3,2%,56 : 44,28.1,37.2,28.3,18.4–24.3,14.8,19.3
1201–1500,Yokohama National University,9723,13.1,8%,29 : 71,11.5,52.7,30.8,18.4–24.3,20.4,21.7
1201–1500,Yuan Ze UniversityTaiwan,7339,24.3,6%,43 : 57,16.7,55.8,35.8,18.4–24.3,21.7,18.2
1201–1500,Yuriy Fedkovych Chernivtsi National University,11353,10.9,1%,56 : 44,7.1,37.0,24.8,18.4–24.3,8.9,17.6
1201–1500,University of Zagreb,65436,16.6,4%,60 : 40,30.3,45.6,34.8,18.4–24.3,14.9,20.1
1201–1500,University of ZanjanIran,9611,23.5,0%,53 : 47,31.8,40.3,23.6,18.4–24.3,12.1,15.9
1201–1500,Zanjan University of Medical SciencesIran,4698,10.9,1%,56 : 44,30.4,37.7,18.0,18.4–24.3,9.5,21.9
1501+,University of Abou Bekr Belkaïd Tlemcen,40203,20.2,1%,68 : 32,10.6,37.0,34.9,10.4–18.3,8.8,22.7
1501+,Akita University,5016,10.5,4%,36 : 64,13.4,40.8,24.1,10.4–18.3,11.7,21.1
1501+,Aksaray University,21377,25.7,8%,48 : 52,22.2,37.2,24.8,10.4–18.3,8.5,12.7
1501+,Alexandru Ioan Cuza University,24847,22.1,7%,57 : 43,13.3,37.0,35.7,10.4–18.3,11.7,16.7
1501+,Alzahra UniversityIran,10128,23.6,2%,100 : 0,13.4,38.0,28.8,10.4–18.3,11.6,20.0
1501+,"University of the Andes, VenezuelaVenezuela",24372,11.7,2%,61 : 39,8.9,36.9,48.1,10.4–18.3,7.8,15.9
1501+,Annamalai University,15770,11.5,1%,55 : 45,11.8,37.5,17.5,10.4–18.3,9.6,27.9
1501+,Aoyama Gakuin University,19348,11.7,3%,50 : 50,9.7,37.5,30.6,10.4–18.3,8.5,17.0
1501+,Universidad Autónoma Chapingo,6228,7.9,1%,45 : 55,3.0,37.0,24.3,10.4–18.3,8.4,22.6
1501+,Universidad Autónoma de Ciudad Juárez,36107,15.4,2%,54 : 46,10.7,36.9,33.4,10.4–18.3,7.6,14.5
1501+,Universidad Autónoma de Coahuila,28202,29.2,0%,56 : 44,14.4,37.7,25.0,10.4–18.3,8.1,12.8
1501+,Universidad Autónoma del Estado de Hidalgo,37596,18.9,1%,57 : 43,10.7,38.5,23.7,10.4–18.3,9.0,14.7
1501+,Universidad Autónoma del Estado de Mexico (UAEMex),62789,10.9,1%,58 : 42,5.7,37.0,24.7,10.4–18.3,8.6,17.9
1501+,Universidad Autónoma del Estado de Morelos,30239,15.9,0%,55 : 45,6.6,37.1,24.8,10.4–18.3,7.9,17.9
1501+,Universidad Autónoma de Nuevo León (UANL),132684,47.3,1%,50 : 50,13.3,37.2,30.5,10.4–18.3,8.7,13.1
1501+,Universidad Autónoma de Querétaro,25399,45.3,1%,56 : 44,14.7,40.8,27.2,10.4–18.3,9.9,18.7
1501+,Universidad Autónoma de Yucatán,18446,14.7,0%,50 : 50,12.5,46.0,30.5,10.4–18.3,10.3,15.8
1501+,Autonomous University of Baja California,66282,22.4,3%,53 : 47,9.1,37.0,32.0,10.4–18.3,8.7,14.0
1501+,Badji Mokhtar University – Annaba,41841,14.2,1%,63 : 37,11.3,37.1,32.7,10.4–18.3,8.1,20.0
1501+,University of Baghdad,73873,9.4,0%,57 : 43,14.6,44.2,19.5,10.4–18.3,11.1,21.6
1501+,Baku State University,23323,13.3,2%,66 : 34,15.1,37.2,40.5,10.4–18.3,7.8,16.5
1501+,Bashkir State University,14740,13.1,3%,59 : 41,4.2,40.2,17.9,10.4–18.3,9.3,16.3
1501+,Başkent University,13172,13.0,2%,59 : 41,6.0,36.9,22.3,10.4–18.3,11.2,16.7
1501+,University of Basrah,41612,12.9,0%,58 : 42,14.5,37.0,28.8,10.4–18.3,7.8,18.6
1501+,University of Béjaïa,41381,24.4,2%,61 : 39,13.3,36.9,43.2,10.4–18.3,8.3,14.8
1501+,Belarusian State University,24277,7.9,18%,60 : 40,7.3,45.8,64.5,10.4–18.3,10.0,21.5
1501+,Belgorod State National Research University,13990,15.7,19%,62 : 38,7.8,50.6,38.3,10.4–18.3,11.4,19.2
1501+,Benemérita Universidad Autónoma de Puebla,75483,40.5,1%,53 : 47,10.6,36.9,28.2,10.4–18.3,9.4,12.7
1501+,Bialystok University of Technology,6417,10.6,4%,36 : 64,9.5,37.6,22.0,10.4–18.3,14.6,20.2
1501+,University of Bío-Bío,12343,24.8,1%,43 : 57,8.1,37.0,46.3,10.4–18.3,8.5,13.8
1501+,University of Biskra,33049,23.1,0%,63 : 37,16.8,37.0,35.7,10.4–18.3,8.2,20.9
1501+,Blida 1 University,30076,20.4,1%,68 : 32,18.2,37.1,35.9,10.4–18.3,8.3,18.3
1501+,Bolu Abant Izzet Baysal University,24348,23.5,3%,55 : 45,23.2,37.1,23.0,10.4–18.3,8.5,15.6
1501+,University of Brawijaya,50116,12.3,1%,56 : 44,9.3,38.8,21.4,10.4–18.3,9.4,19.1
1501+,Burapha UniversityThailand,30800,21.8,1%,70 : 30,11.1,38.0,25.2,10.4–18.3,9.3,15.0
1501+,Bursa Uludağ University,42787,25.3,9%,47 : 53,15.0,43.1,28.3,10.4–18.3,10.1,16.3
1501+,Catholic University of Brasília,8865,17.8,0%,53 : 47,10.5,36.9,33.7,10.4–18.3,9.0,16.3
1501+,University of Caxias do Sul,13554,25.8,0%,51 : 49,11.1,37.5,18.6,10.4–18.3,8.9,14.8
1501+,Ceará State University,18436,16.6,0%,58 : 42,5.1,38.1,18.6,10.4–18.3,10.0,17.9
1501+,Manisa Celal Bayar University,40533,22.4,2%,51 : 49,24.4,36.9,18.2,10.4–18.3,7.8,14.2
1501+,Chaoyang University of TechnologyTaiwan,14645,38.1,6%,55 : 45,10.5,46.1,34.3,10.4–18.3,16.1,15.0
1501+,Chiba Institute of Technology,9895,24.3,2%,14 : 86,7.3,39.8,18.5,10.4–18.3,9.1,15.1
1501+,Chinese Culture UniversityTaiwan,23216,23.3,5%,50 : 50,8.9,37.5,27.9,10.4–18.3,9.4,14.9
1501+,Chubu University,9128,16.8,2%,27 : 73,13.6,39.0,30.7,10.4–18.3,10.5,16.4
1501+,Chuo University,25954,35.3,4%,38 : 62,8.6,40.4,26.2,10.4–18.3,11.7,25.3
1501+,University of Colima,13665,9.6,0%,54 : 46,12.1,37.1,29.2,10.4–18.3,7.7,18.3
1501+,Comillas Pontifical University,10065,21.8,6%,55 : 45,13.8,46.0,38.3,10.4–18.3,14.5,17.6
1501+,Communication University of China,16350,14.0,5%,nan,2.9,49.2,19.7,10.4–18.3,15.1,22.3
1501+,Cracow University of Technology,13339,12.9,2%,38 : 62,21.9,41.4,21.6,10.4–18.3,9.8,17.6
1501+,University of Craiova,18411,22.5,4%,49 : 51,11.9,37.9,21.5,10.4–18.3,10.8,16.8
1501+,Cukurova University,40200,17.8,5%,44 : 56,18.9,39.9,23.3,10.4–18.3,9.8,17.3
1501+,University of Dar es SalaamTanzania,37385,24.8,0%,44 : 56,16.7,37.5,47.4,10.4–18.3,9.5,13.9
1501+,Dicle University,31401,17.3,2%,44 : 56,10.9,37.1,17.7,10.4–18.3,8.4,19.5
1501+,Diponegoro University,38567,13.5,2%,56 : 44,12.3,47.8,28.4,10.4–18.3,11.2,22.3
1501+,Dokkyo Medical University,1338,1.2,0%,51 : 49,14.6,39.6,16.8,10.4–18.3,8.6,24.7
1501+,Doshisha University,27764,18.5,4%,42 : 58,5.4,37.9,30.3,10.4–18.3,10.1,17.3
1501+,Dumlupinar University,49511,50.4,8%,43 : 57,31.0,40.1,23.4,10.4–18.3,8.9,12.0
1501+,Dunarea de Jos University of Galati,12770,16.6,21%,59 : 41,6.3,37.0,38.5,10.4–18.3,9.0,16.1
1501+,EAFIT University,14164,23.8,2%,44 : 56,9.8,37.6,42.6,10.4–18.3,11.0,14.3
1501+,Erzincan Binali Yıldırım University,13773,18.7,3%,54 : 46,31.5,36.9,18.3,10.4–18.3,8.2,13.6
1501+,Escuela Politécnica Nacional,7084,12.9,1%,29 : 71,20.3,37.3,49.0,10.4–18.3,9.4,15.8
1501+,Eskişehir Osmangazi University,30822,19.6,3%,45 : 55,17.1,37.2,19.8,10.4–18.3,14.8,17.4
1501+,Universidade do Estado de Santa Catarina,12404,12.9,1%,52 : 48,16.3,37.1,18.1,10.4–18.3,11.1,19.7
1501+,Universidade Estadual do Norte Fluminense Darcy Ribeiro,6910,23.0,0%,61 : 39,11.3,40.0,29.6,10.4–18.3,12.4,22.1
1501+,Universidade Estadual de Maringá,19442,12.6,0%,55 : 45,11.4,37.4,19.1,10.4–18.3,13.3,22.9
1501+,Universidade Estadual do Oeste do Paraná (Unioeste),10540,9.0,0%,59 : 41,4.8,37.0,17.9,10.4–18.3,9.3,22.2
1501+,"Federal University of Agriculture, Abeokuta",17038,25.9,0%,50 : 50,16.0,37.5,26.0,10.4–18.3,8.8,15.0
1501+,Universidade Federal do Ceará (UFC),40899,19.8,1%,44 : 56,15.5,39.3,24.7,10.4–18.3,13.6,21.3
1501+,Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA),4882,13.6,1%,70 : 30,19.9,36.9,21.7,10.4–18.3,12.4,18.1
1501+,Universidade Federal do Triângulo Mineiro,11992,20.5,0%,59 : 41,23.0,36.9,21.1,10.4–18.3,9.4,14.0
1501+,Universidade Federal do Vale do São Francisco,6395,11.0,0%,49 : 51,4.1,36.9,17.3,10.4–18.3,7.4,16.6
1501+,Federal University of Itajubá,8596,17.1,1%,30 : 70,14.9,40.0,24.2,10.4–18.3,9.6,16.7
1501+,Universidade Federal de Juiz de Fora,26085,16.5,0%,54 : 46,18.6,37.9,22.9,10.4–18.3,10.8,18.0
1501+,Universidade Federal do Maranhão (UFMA),32222,16.2,0%,52 : 48,12.6,37.1,20.1,10.4–18.3,8.8,16.4
1501+,Federal University of Mato Grosso do Sul,26142,15.6,1%,55 : 45,17.4,41.9,23.2,10.4–18.3,10.4,18.1
1501+,Universidade Federal de Ouro Preto (UFOP),15453,17.1,1%,50 : 50,13.7,40.4,20.7,10.4–18.3,11.6,20.0
1501+,Federal University of Pará,43211,16.3,0%,52 : 48,12.7,39.0,23.6,10.4–18.3,10.7,19.5
1501+,Federal University of Paraí­ba (UFPB),36815,14.3,0%,51 : 49,13.0,36.9,21.7,10.4–18.3,8.1,18.4
1501+,Federal University of Pelotas,23242,17.1,0%,56 : 44,19.2,37.7,20.2,10.4–18.3,13.4,18.4
1501+,Federal University of Pernambuco,34356,14.2,1%,50 : 50,15.0,39.6,21.8,10.4–18.3,11.0,25.8
1501+,Federal University of Piauí,52000,24.6,0%,nan,13.9,37.8,25.4,10.4–18.3,10.5,13.9
1501+,Federal Rural University of Pernambuco,20185,16.0,0%,48 : 52,8.3,37.1,20.1,10.4–18.3,10.2,16.8
1501+,Universidade Federal Rural do Semi-Arido,6750,10.0,0%,46 : 54,2.4,44.0,15.8,10.4–18.3,9.4,26.0
1501+,Federal University of the State of Rio de Janeiro (UNIRIO),20874,22.7,8%,nan,7.3,36.9,33.0,10.4–18.3,10.9,20.4
1501+,Federal University of Vales do Jequitinhonha e Mucuri,10708,13.2,0%,59 : 41,6.4,36.9,18.2,10.4–18.3,8.8,17.0
1501+,Feng Chia UniversityTaiwan,19298,23.3,7%,39 : 61,13.6,41.0,37.1,10.4–18.3,16.6,17.5
1501+,Fluminense Federal University,70979,21.1,0%,49 : 51,16.7,39.1,25.0,10.4–18.3,12.1,18.8
1501+,Université Frères Mentouri Constantine 1,36423,22.2,1%,62 : 38,10.9,37.5,37.6,10.4–18.3,8.7,18.9
